station_id,station_name,line,direction,day_type,time_slot,trains_per_30min,avg_wait_time_min,frequency_score
C19,Ayase,Chiyoda,KitaAyase,holiday,07:00,6,2.5,0.625
C19,Ayase,Chiyoda,KitaAyase,holiday,07:30,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,08:00,6,2.5,0.625
C19,Ayase,Chiyoda,KitaAyase,holiday,08:30,9,1.6666666666666667,1.0
C19,Ayase,Chiyoda,KitaAyase,holiday,09:00,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,09:30,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,10:00,9,1.6666666666666667,1.0
C19,Ayase,Chiyoda,KitaAyase,holiday,10:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,11:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,11:30,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,12:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,12:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,13:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,13:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,14:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,14:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,15:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,15:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,16:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,16:30,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,17:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,17:30,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,18:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,18:30,5,3.0,0.5
C19,Ayase,Chiyoda,KitaAyase,holiday,19:00,8,1.875,0.875
C19,Ayase,Chiyoda,KitaAyase,holiday,19:30,6,2.5,0.625
C19,Ayase,Chiyoda,KitaAyase,holiday,20:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,20:30,6,2.5,0.625
C19,Ayase,Chiyoda,KitaAyase,holiday,21:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,21:30,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,22:00,7,2.142857142857143,0.75
C19,Ayase,Chiyoda,KitaAyase,holiday,22:30,5,3.0,0.5
C19,Ayase,Chiyoda,KitaAyase,holiday,23:00,6,2.5,0.625
C19,Ayase,Chiyoda,KitaAyase,holiday,23:30,3,5.0,0.25
C19,Ayase,Chiyoda,KitaAyase,holiday,00:00,5,3.0,0.5
C19,Ayase,Chiyoda,KitaAyase,holiday,00:30,2,7.5,0.125
C19,Ayase,Chiyoda,YoyogiUehara,holiday,04:30,1,15.0,0.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,05:00,5,3.0,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,holiday,05:30,4,3.75,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,holiday,06:00,5,3.0,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,holiday,06:30,6,2.5,0.7142857142857143
C19,Ayase,Chiyoda,YoyogiUehara,holiday,07:00,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,07:30,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,08:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,08:30,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,09:00,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,09:30,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,10:00,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,10:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,11:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,11:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,12:00,6,2.5,0.7142857142857143
C19,Ayase,Chiyoda,YoyogiUehara,holiday,12:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,13:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,13:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,14:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,14:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,15:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,15:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,16:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,16:30,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,17:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,17:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,18:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,18:30,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,19:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,19:30,6,2.5,0.7142857142857143
C19,Ayase,Chiyoda,YoyogiUehara,holiday,20:00,7,2.142857142857143,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,holiday,20:30,8,1.875,1.0
C19,Ayase,Chiyoda,YoyogiUehara,holiday,21:00,5,3.0,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,holiday,21:30,6,2.5,0.7142857142857143
C19,Ayase,Chiyoda,YoyogiUehara,holiday,22:00,4,3.75,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,holiday,22:30,6,2.5,0.7142857142857143
C19,Ayase,Chiyoda,YoyogiUehara,holiday,23:00,4,3.75,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,holiday,23:30,5,3.0,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,holiday,00:00,3,5.0,0.2857142857142857
C19,Ayase,Chiyoda,KitaAyase,weekday,04:30,1,15.0,0.0
C19,Ayase,Chiyoda,KitaAyase,weekday,05:00,3,5.0,0.18181818181818182
C19,Ayase,Chiyoda,KitaAyase,weekday,05:30,4,3.75,0.2727272727272727
C19,Ayase,Chiyoda,KitaAyase,weekday,06:00,8,1.875,0.6363636363636364
C19,Ayase,Chiyoda,KitaAyase,weekday,06:30,8,1.875,0.6363636363636364
C19,Ayase,Chiyoda,KitaAyase,weekday,07:00,11,1.3636363636363635,0.9090909090909091
C19,Ayase,Chiyoda,KitaAyase,weekday,07:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,08:00,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,08:30,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,09:00,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,09:30,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,10:00,11,1.3636363636363635,0.9090909090909091
C19,Ayase,Chiyoda,KitaAyase,weekday,10:30,10,1.5,0.8181818181818182
C19,Ayase,Chiyoda,KitaAyase,weekday,11:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,11:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,12:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,12:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,13:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,13:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,14:00,8,1.875,0.6363636363636364
C19,Ayase,Chiyoda,KitaAyase,weekday,14:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,15:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,15:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,16:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,16:30,6,2.5,0.45454545454545453
C19,Ayase,Chiyoda,KitaAyase,weekday,17:00,9,1.6666666666666667,0.7272727272727273
C19,Ayase,Chiyoda,KitaAyase,weekday,17:30,11,1.3636363636363635,0.9090909090909091
C19,Ayase,Chiyoda,KitaAyase,weekday,18:00,10,1.5,0.8181818181818182
C19,Ayase,Chiyoda,KitaAyase,weekday,18:30,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,19:00,12,1.25,1.0
C19,Ayase,Chiyoda,KitaAyase,weekday,19:30,9,1.6666666666666667,0.7272727272727273
C19,Ayase,Chiyoda,KitaAyase,weekday,20:00,10,1.5,0.8181818181818182
C19,Ayase,Chiyoda,KitaAyase,weekday,20:30,10,1.5,0.8181818181818182
C19,Ayase,Chiyoda,KitaAyase,weekday,21:00,9,1.6666666666666667,0.7272727272727273
C19,Ayase,Chiyoda,KitaAyase,weekday,21:30,8,1.875,0.6363636363636364
C19,Ayase,Chiyoda,KitaAyase,weekday,22:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,22:30,8,1.875,0.6363636363636364
C19,Ayase,Chiyoda,KitaAyase,weekday,23:00,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,23:30,7,2.142857142857143,0.5454545454545454
C19,Ayase,Chiyoda,KitaAyase,weekday,00:00,6,2.5,0.45454545454545453
C19,Ayase,Chiyoda,KitaAyase,weekday,00:30,3,5.0,0.18181818181818182
C19,Ayase,Chiyoda,YoyogiUehara,weekday,04:30,1,15.0,0.0
C19,Ayase,Chiyoda,YoyogiUehara,weekday,05:00,5,3.0,0.2857142857142857
C19,Ayase,Chiyoda,YoyogiUehara,weekday,05:30,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,06:00,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,06:30,9,1.6666666666666667,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,weekday,07:00,14,1.0714285714285714,0.9285714285714286
C19,Ayase,Chiyoda,YoyogiUehara,weekday,07:30,15,1.0,1.0
C19,Ayase,Chiyoda,YoyogiUehara,weekday,08:00,15,1.0,1.0
C19,Ayase,Chiyoda,YoyogiUehara,weekday,08:30,13,1.1538461538461537,0.8571428571428571
C19,Ayase,Chiyoda,YoyogiUehara,weekday,09:00,9,1.6666666666666667,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,weekday,09:30,9,1.6666666666666667,0.5714285714285714
C19,Ayase,Chiyoda,YoyogiUehara,weekday,10:00,6,2.5,0.35714285714285715
C19,Ayase,Chiyoda,YoyogiUehara,weekday,10:30,8,1.875,0.5
C19,Ayase,Chiyoda,YoyogiUehara,weekday,11:00,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,11:30,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,12:00,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,12:30,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,13:00,8,1.875,0.5
C19,Ayase,Chiyoda,YoyogiUehara,weekday,13:30,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,14:00,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,14:30,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,15:00,7,2.142857142857143,0.42857142857142855
C19,Ayase,Chiyoda,YoyogiUehara,weekday,15:30,7,2.142857142857143,0.42857142857142855
