from_station_id,to_station_id,fare_yen,fare_source
A01,E29,416,Calculated via Official Fare Rules & Distance
A01,E30,416,Calculated via Official Fare Rules & Distance
A01,E31,416,Calculated via Official Fare Rules & Distance
A01,E32,416,Calculated via Official Fare Rules & Distance
A01,E33,464,Calculated via Official Fare Rules & Distance
A01,E34,464,Calculated via Official Fare Rules & Distance
A01,E35,464,Calculated via Official Fare Rules & Distance
A01,E36,464,Calculated via Official Fare Rules & Distance
A01,E37,464,Calculated via Official Fare Rules & Distance
A01,E38,464,Calculated via Official Fare Rules & Distance
A01,F01,517,Calculated via Official Fare Rules & Distance
A01,F02,464,Calculated via Official Fare Rules & Distance
A01,F03,464,Calculated via Official Fare Rules & Distance
A01,F04,464,Calculated via Official Fare Rules & Distance
A01,F05,464,Calculated via Official Fare Rules & Distance
A01,F06,464,Calculated via Official Fare Rules & Distance
A01,F07,416,Calculated via Official Fare Rules & Distance
A01,F08,416,Calculated via Official Fare Rules & Distance
A01,F09,416,Calculated via Official Fare Rules & Distance
A01,F10,416,Calculated via Official Fare Rules & Distance
A01,F11,416,Calculated via Official Fare Rules & Distance
A01,F12,364,Calculated via Official Fare Rules & Distance
A01,F13,364,Calculated via Official Fare Rules & Distance
A01,F14,364,Calculated via Official Fare Rules & Distance
A01,F15,364,Calculated via Official Fare Rules & Distance
A01,F16,364,Calculated via Official Fare Rules & Distance
A01,G01,364,Calculated via Official Fare Rules & Distance
A01,G02,364,Calculated via Official Fare Rules & Distance
A01,G03,364,Calculated via Official Fare Rules & Distance
A01,G04,282,Calculated via Official Fare Rules & Distance
A01,G05,364,Calculated via Official Fare Rules & Distance
A01,G06,338,Calculated via Official Fare Rules & Distance
A01,G07,338,Calculated via Official Fare Rules & Distance
A01,G08,282,Calculated via Official Fare Rules & Distance
A01,G09,338,Calculated via Official Fare Rules & Distance
A01,G10,364,Calculated via Official Fare Rules & Distance
A01,G11,364,Calculated via Official Fare Rules & Distance
A01,G12,364,Calculated via Official Fare Rules & Distance
A01,G13,364,Calculated via Official Fare Rules & Distance
A01,G14,364,Calculated via Official Fare Rules & Distance
A01,G15,364,Calculated via Official Fare Rules & Distance
A01,G16,364,Calculated via Official Fare Rules & Distance
A01,G17,364,Calculated via Official Fare Rules & Distance
A01,G18,364,Calculated via Official Fare Rules & Distance
A01,G19,364,Calculated via Official Fare Rules & Distance
A01,H01,364,Calculated via Official Fare Rules & Distance
A01,H02,364,Calculated via Official Fare Rules & Distance
A01,H03,364,Calculated via Official Fare Rules & Distance
A01,H04,282,Calculated via Official Fare Rules & Distance
A01,H05,364,Calculated via Official Fare Rules & Distance
A01,H06,338,Calculated via Official Fare Rules & Distance
A01,H07,282,Calculated via Official Fare Rules & Distance
A01,H08,338,Calculated via Official Fare Rules & Distance
A01,H09,282,Calculated via Official Fare Rules & Distance
A01,H10,338,Calculated via Official Fare Rules & Distance
A01,H11,364,Calculated via Official Fare Rules & Distance
A01,H12,364,Calculated via Official Fare Rules & Distance
A01,H13,364,Calculated via Official Fare Rules & Distance
A01,H14,364,Calculated via Official Fare Rules & Distance
A01,H15,364,Calculated via Official Fare Rules & Distance
A01,H16,364,Calculated via Official Fare Rules & Distance
A01,H17,364,Calculated via Official Fare Rules & Distance
A01,H18,364,Calculated via Official Fare Rules & Distance
A01,H19,364,Calculated via Official Fare Rules & Distance
A01,H20,416,Calculated via Official Fare Rules & Distance
A01,H21,416,Calculated via Official Fare Rules & Distance
A01,H22,416,Calculated via Official Fare Rules & Distance
A01,I01,282,Calculated via Official Fare Rules & Distance
A01,I02,282,Calculated via Official Fare Rules & Distance
A01,I03,282,Calculated via Official Fare Rules & Distance
A01,I04,230,Calculated via Official Fare Rules & Distance
A01,I05,230,Calculated via Official Fare Rules & Distance
A01,I06,282,Calculated via Official Fare Rules & Distance
A01,I07,282,Calculated via Official Fare Rules & Distance
A01,I08,282,Calculated via Official Fare Rules & Distance
A01,I09,282,Calculated via Official Fare Rules & Distance
A01,I10,282,Calculated via Official Fare Rules & Distance
A01,I11,282,Calculated via Official Fare Rules & Distance
A01,I12,364,Calculated via Official Fare Rules & Distance
A01,I13,364,Calculated via Official Fare Rules & Distance
A01,I14,364,Calculated via Official Fare Rules & Distance
A01,I15,416,Calculated via Official Fare Rules & Distance
A01,I16,416,Calculated via Official Fare Rules & Distance
A01,I17,416,Calculated via Official Fare Rules & Distance
A01,I18,416,Calculated via Official Fare Rules & Distance
A01,I19,464,Calculated via Official Fare Rules & Distance
A01,I20,464,Calculated via Official Fare Rules & Distance
A01,I21,464,Calculated via Official Fare Rules & Distance
A01,I22,464,Calculated via Official Fare Rules & Distance
A01,I23,464,Calculated via Official Fare Rules & Distance
A01,I24,464,Calculated via Official Fare Rules & Distance
A01,I25,464,Calculated via Official Fare Rules & Distance
A01,I26,464,Calculated via Official Fare Rules & Distance
A01,I27,517,Calculated via Official Fare Rules & Distance
A01,M01,464,Calculated via Official Fare Rules & Distance
A01,M02,464,Calculated via Official Fare Rules & Distance
A01,M03,416,Calculated via Official Fare Rules & Distance
A01,M04,416,Calculated via Official Fare Rules & Distance
A01,M05,416,Calculated via Official Fare Rules & Distance
A01,M06,416,Calculated via Official Fare Rules & Distance
A01,M07,364,Calculated via Official Fare Rules & Distance
A01,M08,364,Calculated via Official Fare Rules & Distance
A01,M09,364,Calculated via Official Fare Rules & Distance
A01,M10,364,Calculated via Official Fare Rules & Distance
A01,M11,364,Calculated via Official Fare Rules & Distance
A01,M12,364,Calculated via Official Fare Rules & Distance
A01,M13,364,Calculated via Official Fare Rules & Distance
A01,M14,338,Calculated via Official Fare Rules & Distance
A01,M15,338,Calculated via Official Fare Rules & Distance
A01,M16,338,Calculated via Official Fare Rules & Distance
A01,M17,364,Calculated via Official Fare Rules & Distance
A01,M18,282,Calculated via Official Fare Rules & Distance
A01,M19,364,Calculated via Official Fare Rules & Distance
A01,M20,364,Calculated via Official Fare Rules & Distance
A01,M21,364,Calculated via Official Fare Rules & Distance
A01,M22,364,Calculated via Official Fare Rules & Distance
A01,M23,364,Calculated via Official Fare Rules & Distance
A01,M24,416,Calculated via Official Fare Rules & Distance
A01,M25,416,Calculated via Official Fare Rules & Distance
A01,Mb03,464,Calculated via Official Fare Rules & Distance
A01,Mb04,416,Calculated via Official Fare Rules & Distance
A01,Mb05,416,Calculated via Official Fare Rules & Distance
A01,N01,282,Calculated via Official Fare Rules & Distance
A01,N02,338,Calculated via Official Fare Rules & Distance
A01,N03,338,Calculated via Official Fare Rules & Distance
A01,N04,282,Calculated via Official Fare Rules & Distance
A01,N05,364,Calculated via Official Fare Rules & Distance
A01,N06,338,Calculated via Official Fare Rules & Distance
A01,N07,364,Calculated via Official Fare Rules & Distance
A01,N08,364,Calculated via Official Fare Rules & Distance
A01,N09,364,Calculated via Official Fare Rules & Distance
A01,N10,364,Calculated via Official Fare Rules & Distance
A01,N11,364,Calculated via Official Fare Rules & Distance
A01,N12,364,Calculated via Official Fare Rules & Distance
A01,N13,364,Calculated via Official Fare Rules & Distance
A01,N14,416,Calculated via Official Fare Rules & Distance
A01,N15,416,Calculated via Official Fare Rules & Distance
A01,N16,416,Calculated via Official Fare Rules & Distance
A01,N17,464,Calculated via Official Fare Rules & Distance
A01,N18,464,Calculated via Official Fare Rules & Distance
A01,N19,464,Calculated via Official Fare Rules & Distance
A01,S01,364,Calculated via Official Fare Rules & Distance
A01,S02,364,Calculated via Official Fare Rules & Distance
A01,S03,364,Calculated via Official Fare Rules & Distance
A01,S04,364,Calculated via Official Fare Rules & Distance
A01,S05,364,Calculated via Official Fare Rules & Distance
A01,S06,282,Calculated via Official Fare Rules & Distance
A01,S07,364,Calculated via Official Fare Rules & Distance
A01,S08,364,Calculated via Official Fare Rules & Distance
A01,S09,364,Calculated via Official Fare Rules & Distance
A01,S10,364,Calculated via Official Fare Rules & Distance
A01,S11,364,Calculated via Official Fare Rules & Distance
A01,S12,364,Calculated via Official Fare Rules & Distance
A01,S13,364,Calculated via Official Fare Rules & Distance
A01,S14,416,Calculated via Official Fare Rules & Distance
A01,S15,416,Calculated via Official Fare Rules & Distance
A01,S16,416,Calculated via Official Fare Rules & Distance
A01,S17,416,Calculated via Official Fare Rules & Distance
A01,S18,464,Calculated via Official Fare Rules & Distance
A01,S19,464,Calculated via Official Fare Rules & Distance
A01,S20,464,Calculated via Official Fare Rules & Distance
A01,S21,464,Calculated via Official Fare Rules & Distance
A01,T01,464,Calculated via Official Fare Rules & Distance
A01,T02,416,Calculated via Official Fare Rules & Distance
A01,T03,416,Calculated via Official Fare Rules & Distance
A01,T04,364,Calculated via Official Fare Rules & Distance
A01,T05,364,Calculated via Official Fare Rules & Distance
A01,T06,364,Calculated via Official Fare Rules & Distance
A01,T07,364,Calculated via Official Fare Rules & Distance
A01,T08,364,Calculated via Official Fare Rules & Distance
A01,T09,364,Calculated via Official Fare Rules & Distance
A01,T10,364,Calculated via Official Fare Rules & Distance
A01,T11,364,Calculated via Official Fare Rules & Distance
A01,T12,335,Calculated via Official Fare Rules & Distance
A01,T13,364,Calculated via Official Fare Rules & Distance
A01,T14,364,Calculated via Official Fare Rules & Distance
A01,T15,416,Calculated via Official Fare Rules & Distance
A01,T16,416,Calculated via Official Fare Rules & Distance
A01,T17,464,Calculated via Official Fare Rules & Distance
A01,T18,464,Calculated via Official Fare Rules & Distance
A01,T19,464,Calculated via Official Fare Rules & Distance
A01,T20,464,Calculated via Official Fare Rules & Distance
A01,T21,464,Calculated via Official Fare Rules & Distance
A01,T22,517,Calculated via Official Fare Rules & Distance
A01,T23,517,Calculated via Official Fare Rules & Distance
A01,Y01,517,Calculated via Official Fare Rules & Distance
A01,Y02,464,Calculated via Official Fare Rules & Distance
A01,Y03,464,Calculated via Official Fare Rules & Distance
A01,Y04,464,Calculated via Official Fare Rules & Distance
A01,Y05,464,Calculated via Official Fare Rules & Distance
A01,Y06,464,Calculated via Official Fare Rules & Distance
A01,Y07,416,Calculated via Official Fare Rules & Distance
A01,Y08,416,Calculated via Official Fare Rules & Distance
A01,Y09,416,Calculated via Official Fare Rules & Distance
A01,Y10,416,Calculated via Official Fare Rules & Distance
A01,Y11,364,Calculated via Official Fare Rules & Distance
A01,Y12,364,Calculated via Official Fare Rules & Distance
A01,Y13,364,Calculated via Official Fare Rules & Distance
A01,Y14,364,Calculated via Official Fare Rules & Distance
A01,Y15,364,Calculated via Official Fare Rules & Distance
A01,Y16,364,Calculated via Official Fare Rules & Distance
A01,Y17,364,Calculated via Official Fare Rules & Distance
A01,Y18,282,Calculated via Official Fare Rules & Distance
A01,Y19,338,Calculated via Official Fare Rules & Distance
A01,Y20,364,Calculated via Official Fare Rules & Distance
A01,Y21,282,Calculated via Official Fare Rules & Distance
A01,Y22,364,Calculated via Official Fare Rules & Distance
A01,Y23,364,Calculated via Official Fare Rules & Distance
A01,Y24,416,Calculated via Official Fare Rules & Distance
A01,Z01,364,Calculated via Official Fare Rules & Distance
A01,Z02,364,Calculated via Official Fare Rules & Distance
A01,Z03,282,Calculated via Official Fare Rules & Distance
A01,Z04,364,Calculated via Official Fare Rules & Distance
A01,Z05,364,Calculated via Official Fare Rules & Distance
A01,Z06,364,Calculated via Official Fare Rules & Distance
A01,Z07,282,Calculated via Official Fare Rules & Distance
A01,Z08,282,Calculated via Official Fare Rules & Distance
A01,Z09,364,Calculated via Official Fare Rules & Distance
A01,Z10,364,Calculated via Official Fare Rules & Distance
A01,Z11,364,Calculated via Official Fare Rules & Distance
A01,Z12,364,Calculated via Official Fare Rules & Distance
A01,Z13,416,Calculated via Official Fare Rules & Distance
A01,Z14,416,Calculated via Official Fare Rules & Distance
A02,A01,188,Calculated via Official Fare Rules & Distance
A02,A03,188,Calculated via Official Fare Rules & Distance
A02,A04,188,Calculated via Official Fare Rules & Distance
A02,A05,188,Calculated via Official Fare Rules & Distance
A02,A06,230,Calculated via Official Fare Rules & Distance
A02,A07,230,Calculated via Official Fare Rules & Distance
A02,A08,230,Calculated via Official Fare Rules & Distance
A02,A09,230,Calculated via Official Fare Rules & Distance
A02,A10,282,Calculated via Official Fare Rules & Distance
A02,A11,282,Calculated via Official Fare Rules & Distance
A02,A12,282,Calculated via Official Fare Rules & Distance
A02,A13,338,Calculated via Official Fare Rules & Distance
A02,A14,364,Calculated via Official Fare Rules & Distance
A02,A15,364,Calculated via Official Fare Rules & Distance
A02,A16,364,Calculated via Official Fare Rules & Distance
A02,A17,364,Calculated via Official Fare Rules & Distance
A02,A18,364,Calculated via Official Fare Rules & Distance
A02,A19,364,Calculated via Official Fare Rules & Distance
A02,A20,364,Calculated via Official Fare Rules & Distance
A02,C01,364,Calculated via Official Fare Rules & Distance
A02,C02,364,Calculated via Official Fare Rules & Distance
A02,C03,364,Calculated via Official Fare Rules & Distance
A02,C04,364,Calculated via Official Fare Rules & Distance
A02,C05,364,Calculated via Official Fare Rules & Distance
A02,C06,338,Calculated via Official Fare Rules & Distance
A02,C07,338,Calculated via Official Fare Rules & Distance
A02,C08,338,Calculated via Official Fare Rules & Distance
A02,C09,282,Calculated via Official Fare Rules & Distance
A02,C10,338,Calculated via Official Fare Rules & Distance
A02,C11,282,Calculated via Official Fare Rules & Distance
A02,C12,338,Calculated via Official Fare Rules & Distance
A02,C13,364,Calculated via Official Fare Rules & Distance
A02,C14,364,Calculated via Official Fare Rules & Distance
A02,C15,364,Calculated via Official Fare Rules & Distance
A02,C16,364,Calculated via Official Fare Rules & Distance
A02,C17,364,Calculated via Official Fare Rules & Distance
A02,C18,416,Calculated via Official Fare Rules & Distance
A02,C19,416,Calculated via Official Fare Rules & Distance
A02,C20,464,Calculated via Official Fare Rules & Distance
A02,E01,364,Calculated via Official Fare Rules & Distance
A02,E02,364,Calculated via Official Fare Rules & Distance
A02,E03,364,Calculated via Official Fare Rules & Distance
A02,E04,364,Calculated via Official Fare Rules & Distance
A02,E05,364,Calculated via Official Fare Rules & Distance
A02,E06,364,Calculated via Official Fare Rules & Distance
A02,E07,364,Calculated via Official Fare Rules & Distance
A02,E08,364,Calculated via Official Fare Rules & Distance
A02,E09,364,Calculated via Official Fare Rules & Distance
A02,E10,364,Calculated via Official Fare Rules & Distance
A02,E11,364,Calculated via Official Fare Rules & Distance
A02,E12,364,Calculated via Official Fare Rules & Distance
A02,E13,364,Calculated via Official Fare Rules & Distance
A02,E14,364,Calculated via Official Fare Rules & Distance
A02,E15,282,Calculated via Official Fare Rules & Distance
A02,E16,282,Calculated via Official Fare Rules & Distance
A02,E17,282,Calculated via Official Fare Rules & Distance
A02,E18,282,Calculated via Official Fare Rules & Distance
A02,E19,282,Calculated via Official Fare Rules & Distance
A02,E20,230,Calculated via Official Fare Rules & Distance
A02,E21,282,Calculated via Official Fare Rules & Distance
A02,E22,282,Calculated via Official Fare Rules & Distance
A02,E23,282,Calculated via Official Fare Rules & Distance
A02,E24,282,Calculated via Official Fare Rules & Distance
A02,E25,282,Calculated via Official Fare Rules & Distance
A02,E26,335,Calculated via Official Fare Rules & Distance
A02,E27,364,Calculated via Official Fare Rules & Distance
A02,E28,364,Calculated via Official Fare Rules & Distance
A02,E29,364,Calculated via Official Fare Rules & Distance
A02,E30,416,Calculated via Official Fare Rules & Distance
A02,E31,416,Calculated via Official Fare Rules & Distance
A02,E32,416,Calculated via Official Fare Rules & Distance
A02,E33,416,Calculated via Official Fare Rules & Distance
A02,E34,464,Calculated via Official Fare Rules & Distance
A02,E35,464,Calculated via Official Fare Rules & Distance
A02,E36,464,Calculated via Official Fare Rules & Distance
A02,E37,464,Calculated via Official Fare Rules & Distance
A02,E38,464,Calculated via Official Fare Rules & Distance
A02,F01,464,Calculated via Official Fare Rules & Distance
A02,F02,464,Calculated via Official Fare Rules & Distance
A02,F03,464,Calculated via Official Fare Rules & Distance
A02,F04,464,Calculated via Official Fare Rules & Distance
A02,F05,464,Calculated via Official Fare Rules & Distance
A02,F06,416,Calculated via Official Fare Rules & Distance
A02,F07,416,Calculated via Official Fare Rules & Distance
A02,F08,416,Calculated via Official Fare Rules & Distance
A02,F09,416,Calculated via Official Fare Rules & Distance
A02,F10,416,Calculated via Official Fare Rules & Distance
A02,F11,364,Calculated via Official Fare Rules & Distance
A02,F12,364,Calculated via Official Fare Rules & Distance
A02,F13,364,Calculated via Official Fare Rules & Distance
A02,F14,364,Calculated via Official Fare Rules & Distance
A02,F15,364,Calculated via Official Fare Rules & Distance
A02,F16,364,Calculated via Official Fare Rules & Distance
A02,G01,364,Calculated via Official Fare Rules & Distance
A02,G02,364,Calculated via Official Fare Rules & Distance
A02,G03,364,Calculated via Official Fare Rules & Distance
A02,G04,282,Calculated via Official Fare Rules & Distance
A02,G05,338,Calculated via Official Fare Rules & Distance
A02,G06,338,Calculated via Official Fare Rules & Distance
A02,G07,338,Calculated via Official Fare Rules & Distance
A02,G08,282,Calculated via Official Fare Rules & Distance
A02,G09,338,Calculated via Official Fare Rules & Distance
A02,G10,338,Calculated via Official Fare Rules & Distance
A02,G11,338,Calculated via Official Fare Rules & Distance
A02,G12,338,Calculated via Official Fare Rules & Distance
A02,G13,364,Calculated via Official Fare Rules & Distance
A02,G14,364,Calculated via Official Fare Rules & Distance
A02,G15,364,Calculated via Official Fare Rules & Distance
A02,G16,364,Calculated via Official Fare Rules & Distance
A02,G17,364,Calculated via Official Fare Rules & Distance
A02,G18,364,Calculated via Official Fare Rules & Distance
A02,G19,364,Calculated via Official Fare Rules & Distance
A02,H01,364,Calculated via Official Fare Rules & Distance
A02,H02,364,Calculated via Official Fare Rules & Distance
A02,H03,364,Calculated via Official Fare Rules & Distance
A02,H04,282,Calculated via Official Fare Rules & Distance
A02,H05,338,Calculated via Official Fare Rules & Distance
A02,H06,338,Calculated via Official Fare Rules & Distance
A02,H07,282,Calculated via Official Fare Rules & Distance
A02,H08,338,Calculated via Official Fare Rules & Distance
A02,H09,282,Calculated via Official Fare Rules & Distance
A02,H10,338,Calculated via Official Fare Rules & Distance
A02,H11,338,Calculated via Official Fare Rules & Distance
A02,H12,364,Calculated via Official Fare Rules & Distance
A02,H13,364,Calculated via Official Fare Rules & Distance
A02,H14,364,Calculated via Official Fare Rules & Distance
A02,H15,364,Calculated via Official Fare Rules & Distance
A02,H16,364,Calculated via Official Fare Rules & Distance
A02,H17,364,Calculated via Official Fare Rules & Distance
A02,H18,364,Calculated via Official Fare Rules & Distance
A02,H19,364,Calculated via Official Fare Rules & Distance
A02,H20,364,Calculated via Official Fare Rules & Distance
A02,H21,416,Calculated via Official Fare Rules & Distance
A02,H22,416,Calculated via Official Fare Rules & Distance
A02,I01,230,Calculated via Official Fare Rules & Distance
A02,I02,230,Calculated via Official Fare Rules & Distance
A02,I03,230,Calculated via Official Fare Rules & Distance
A02,I04,230,Calculated via Official Fare Rules & Distance
A02,I05,230,Calculated via Official Fare Rules & Distance
A02,I06,230,Calculated via Official Fare Rules & Distance
A02,I07,282,Calculated via Official Fare Rules & Distance
A02,I08,282,Calculated via Official Fare Rules & Distance
A02,I09,282,Calculated via Official Fare Rules & Distance
A02,I10,282,Calculated via Official Fare Rules & Distance
A02,I11,282,Calculated via Official Fare Rules & Distance
A02,I12,364,Calculated via Official Fare Rules & Distance
A02,I13,364,Calculated via Official Fare Rules & Distance
A02,I14,364,Calculated via Official Fare Rules & Distance
A02,I15,364,Calculated via Official Fare Rules & Distance
A02,I16,416,Calculated via Official Fare Rules & Distance
A02,I17,416,Calculated via Official Fare Rules & Distance
A02,I18,416,Calculated via Official Fare Rules & Distance
A02,I19,416,Calculated via Official Fare Rules & Distance
A02,I20,464,Calculated via Official Fare Rules & Distance
A02,I21,464,Calculated via Official Fare Rules & Distance
A02,I22,464,Calculated via Official Fare Rules & Distance
A02,I23,464,Calculated via Official Fare Rules & Distance
A02,I24,464,Calculated via Official Fare Rules & Distance
A02,I25,464,Calculated via Official Fare Rules & Distance
A02,I26,464,Calculated via Official Fare Rules & Distance
A02,I27,464,Calculated via Official Fare Rules & Distance
A02,M01,464,Calculated via Official Fare Rules & Distance
A02,M02,416,Calculated via Official Fare Rules & Distance
A02,M03,416,Calculated via Official Fare Rules & Distance
A02,M04,416,Calculated via Official Fare Rules & Distance
A02,M05,416,Calculated via Official Fare Rules & Distance
A02,M06,364,Calculated via Official Fare Rules & Distance
A02,M07,364,Calculated via Official Fare Rules & Distance
A02,M08,364,Calculated via Official Fare Rules & Distance
A02,M09,364,Calculated via Official Fare Rules & Distance
A02,M10,364,Calculated via Official Fare Rules & Distance
A02,M11,364,Calculated via Official Fare Rules & Distance
A02,M12,364,Calculated via Official Fare Rules & Distance
A02,M13,338,Calculated via Official Fare Rules & Distance
A02,M14,338,Calculated via Official Fare Rules & Distance
A02,M15,338,Calculated via Official Fare Rules & Distance
A02,M16,338,Calculated via Official Fare Rules & Distance
A02,M17,338,Calculated via Official Fare Rules & Distance
A02,M18,282,Calculated via Official Fare Rules & Distance
A02,M19,338,Calculated via Official Fare Rules & Distance
A02,M20,364,Calculated via Official Fare Rules & Distance
A02,M21,364,Calculated via Official Fare Rules & Distance
A02,M22,364,Calculated via Official Fare Rules & Distance
A02,M23,364,Calculated via Official Fare Rules & Distance
A02,M24,364,Calculated via Official Fare Rules & Distance
A02,M25,416,Calculated via Official Fare Rules & Distance
A02,Mb03,416,Calculated via Official Fare Rules & Distance
A02,Mb04,416,Calculated via Official Fare Rules & Distance
A02,Mb05,416,Calculated via Official Fare Rules & Distance
A02,N01,230,Calculated via Official Fare Rules & Distance
A02,N02,338,Calculated via Official Fare Rules & Distance
A02,N03,338,Calculated via Official Fare Rules & Distance
A02,N04,282,Calculated via Official Fare Rules & Distance
A02,N05,338,Calculated via Official Fare Rules & Distance
A02,N06,338,Calculated via Official Fare Rules & Distance
A02,N07,338,Calculated via Official Fare Rules & Distance
A02,N08,364,Calculated via Official Fare Rules & Distance
A02,N09,364,Calculated via Official Fare Rules & Distance
A02,N10,364,Calculated via Official Fare Rules & Distance
A02,N11,364,Calculated via Official Fare Rules & Distance
A02,N12,364,Calculated via Official Fare Rules & Distance
A02,N13,364,Calculated via Official Fare Rules & Distance
A02,N14,364,Calculated via Official Fare Rules & Distance
A02,N15,416,Calculated via Official Fare Rules & Distance
A02,N16,416,Calculated via Official Fare Rules & Distance
A02,N17,416,Calculated via Official Fare Rules & Distance
A02,N18,464,Calculated via Official Fare Rules & Distance
A02,N19,464,Calculated via Official Fare Rules & Distance
A02,S01,364,Calculated via Official Fare Rules & Distance
A02,S02,364,Calculated via Official Fare Rules & Distance
A02,S03,364,Calculated via Official Fare Rules & Distance
A02,S04,364,Calculated via Official Fare Rules & Distance
A02,S05,364,Calculated via Official Fare Rules & Distance
A02,S06,282,Calculated via Official Fare Rules & Distance
A02,S07,338,Calculated via Official Fare Rules & Distance
A02,S08,364,Calculated via Official Fare Rules & Distance
A02,S09,364,Calculated via Official Fare Rules & Distance
A02,S10,364,Calculated via Official Fare Rules & Distance
A02,S11,364,Calculated via Official Fare Rules & Distance
A02,S12,364,Calculated via Official Fare Rules & Distance
A02,S13,364,Calculated via Official Fare Rules & Distance
A02,S14,364,Calculated via Official Fare Rules & Distance
A02,S15,364,Calculated via Official Fare Rules & Distance
A02,S16,416,Calculated via Official Fare Rules & Distance
A02,S17,416,Calculated via Official Fare Rules & Distance
A02,S18,464,Calculated via Official Fare Rules & Distance
A02,S19,464,Calculated via Official Fare Rules & Distance
A02,S20,464,Calculated via Official Fare Rules & Distance
A02,S21,464,Calculated via Official Fare Rules & Distance
A02,T01,416,Calculated via Official Fare Rules & Distance
A02,T02,416,Calculated via Official Fare Rules & Distance
A02,T03,364,Calculated via Official Fare Rules & Distance
A02,T04,364,Calculated via Official Fare Rules & Distance
A02,T05,364,Calculated via Official Fare Rules & Distance
A02,T06,364,Calculated via Official Fare Rules & Distance
A02,T07,364,Calculated via Official Fare Rules & Distance
A02,T08,364,Calculated via Official Fare Rules & Distance
A02,T09,364,Calculated via Official Fare Rules & Distance
A02,T10,338,Calculated via Official Fare Rules & Distance
A02,T11,364,Calculated via Official Fare Rules & Distance
A02,T12,282,Calculated via Official Fare Rules & Distance
A02,T13,364,Calculated via Official Fare Rules & Distance
A02,T14,364,Calculated via Official Fare Rules & Distance
A02,T15,364,Calculated via Official Fare Rules & Distance
